epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,3.3077244758605957,,,,,
0,99,,4.28756856918335,,,,,
0,149,,2.334904193878174,,,,,
0,199,,2.9273362159729004,,,,,
0,249,,2.642624616622925,,,,,
0,299,,3.1800742149353027,,,,,
0,349,,2.2987608909606934,,,,,
0,399,,4.126686096191406,,,,,
0,449,,2.1368248462677,,,,,
0,499,,3.063347339630127,,,,,
0,549,,3.5454342365264893,,,,,
0,599,,3.014801263809204,,,,,
0,649,,2.518681764602661,,,,,
0,699,,3.806727886199951,,,,,
0,749,,1.7705516815185547,,,,,
0,799,,2.1111950874328613,,,,,
0,849,,2.4500274658203125,,,,,
0,899,,1.8489904403686523,,,,,
0,949,,2.0826847553253174,,,,,
0,999,,2.48224139213562,,,,,
0,1049,,2.0387299060821533,,,,,
0,1099,,2.2373526096343994,,,,,
0,1149,,2.5723042488098145,,,,,
0,1199,,1.7931880950927734,,,,,
0,1249,,3.6242165565490723,,,,,
0,1299,,3.1643593311309814,,,,,
0,1349,,2.011723518371582,,,,,
0,1399,,3.2459075450897217,,,,,
0,1449,,2.020031690597534,,,,,
0,1499,,1.596835970878601,,,,,
0,1549,,2.9536709785461426,,,,,
0,1599,,2.1562957763671875,,,,,
0,1649,,2.012742519378662,,,,,
0,1699,,3.251917600631714,,,,,
0,1749,,2.9671647548675537,,,,,
0,1799,,2.681591033935547,,,,,
0,1849,,1.9843714237213135,,,,,
0,1899,,2.717677593231201,,,,,
0,1949,,2.316736936569214,,,,,
0,1999,,2.480106830596924,,,,,
0,2049,,2.649667263031006,,,,,
0,2099,,3.8367950916290283,,,,,
0,2149,,1.6816294193267822,,,,,
0,2199,,1.8133265972137451,,,,,
0,2249,,1.3750004768371582,,,,,
0,2299,,2.2474889755249023,,,,,
0,2349,,2.9522409439086914,,,,,
0,2399,,2.2653563022613525,,,,,
0,2449,,1.943214774131775,,,,,
0,2499,,2.2297072410583496,,,,,
0,2549,,3.633074998855591,,,,,
0,2599,,2.9903674125671387,,,,,
0,2649,,2.047719717025757,,,,,
0,2699,,2.4957430362701416,,,,,
0,2749,,2.7127742767333984,,,,,
0,2799,,2.8767058849334717,,,,,
0,2849,,2.3718013763427734,,,,,
0,2899,,2.686532974243164,,,,,
0,2949,,2.9018492698669434,,,,,
0,2999,,1.7214027643203735,,,,,
0,3049,,3.7394161224365234,,,,,
