epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
1,4849,,2.392681837081909,,,,,
1,4899,,2.5057849884033203,,,,,
1,4949,,2.4079458713531494,,,,,
1,4999,,1.5328761339187622,,,,,
1,5049,,2.3612024784088135,,,,,
1,5099,,2.2446701526641846,,,,,
1,5149,,4.00106954574585,,,,,
1,5199,,2.030719757080078,,,,,
1,5249,,1.8872684240341187,,,,,
1,5299,,2.992039203643799,,,,,
1,5349,,2.6378989219665527,,,,,
1,5399,,2.6241660118103027,,,,,
1,5449,,3.5125060081481934,,,,,
1,5499,,2.456012725830078,,,,,
1,5549,,3.8565914630889893,,,,,
1,5599,,2.1618645191192627,,,,,
1,5649,,2.1241555213928223,,,,,
1,5699,,1.8392261266708374,,,,,
1,5749,,3.011274814605713,,,,,
1,5799,,1.7697441577911377,,,,,
1,5849,,2.681776762008667,,,,,
1,5899,,5.39051628112793,,,,,
1,5949,,2.7105631828308105,,,,,
1,5999,,2.4238288402557373,,,,,
1,6049,,3.8388092517852783,,,,,
1,6099,,1.3702102899551392,,,,,
1,6149,,2.755333662033081,,,,,
1,6199,,3.3754677772521973,,,,,
1,6249,,2.5307836532592773,,,,,
1,6299,,2.3736939430236816,,,,,
1,6349,,1.9931198358535767,,,,,
1,6399,,1.4984325170516968,,,,,
1,6449,,2.5402207374572754,,,,,
1,6499,,2.3433451652526855,,,,,
1,6549,,2.2715647220611572,,,,,
1,6599,,1.4835960865020752,,,,,
1,6649,,2.336054801940918,,,,,
1,6699,,3.9639015197753906,,,,,
1,6749,,2.430910587310791,,,,,
1,6799,,2.1159443855285645,,,,,
1,6849,,2.3571488857269287,,,,,
1,6899,,3.147761583328247,,,,,
1,6949,,2.0521035194396973,,,,,
1,6999,,2.0861239433288574,,,,,
1,7049,,1.9036239385604858,,,,,
1,7099,,3.163574695587158,,,,,
1,7149,,1.7101973295211792,,,,,
1,7199,,2.133824348449707,,,,,
1,7249,,2.961333751678467,,,,,
1,7299,,2.8030755519866943,,,,,
1,7349,,3.290250778198242,,,,,
1,7399,,1.9574474096298218,,,,,
1,7449,,2.7512946128845215,,,,,
1,7499,,1.673791527748108,,,,,
1,7549,,3.4243874549865723,,,,,
1,7599,,1.906497597694397,,,,,
1,7649,,2.898425340652466,,,,,
1,7667,,,11.693180084228516,0.04806957393884659,25.07282257080078,0.04976028576493263,7.376804828643799
1,7667,2.5103187561035156,,,,,,
2,7699,,2.5187125205993652,,,,,
2,7749,,2.2061734199523926,,,,,
2,7799,,1.737610101699829,,,,,
