epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,2.9954943656921387,,,,,
0,99,,2.984884023666382,,,,,
0,149,,2.957766056060791,,,,,
0,199,,2.0380287170410156,,,,,
0,249,,2.0575101375579834,,,,,
0,299,,3.674708604812622,,,,,
0,349,,2.567192316055298,,,,,
0,399,,2.9161505699157715,,,,,
0,449,,2.4666714668273926,,,,,
0,499,,2.951706886291504,,,,,
0,549,,1.513148546218872,,,,,
0,599,,8.519343376159668,,,,,
0,649,,2.7882630825042725,,,,,
0,699,,3.0690622329711914,,,,,
0,749,,2.2958340644836426,,,,,
0,799,,2.196530818939209,,,,,
0,849,,1.6414577960968018,,,,,
0,899,,2.3872413635253906,,,,,
0,949,,2.2880935668945312,,,,,
0,999,,2.542898416519165,,,,,
0,1049,,3.32893705368042,,,,,
0,1099,,2.3423140048980713,,,,,
0,1149,,2.621159076690674,,,,,
0,1199,,1.9640477895736694,,,,,
0,1249,,1.7903966903686523,,,,,
0,1299,,1.7179867029190063,,,,,
0,1349,,1.6921157836914062,,,,,
0,1399,,3.658067226409912,,,,,
0,1449,,3.9353890419006348,,,,,
0,1499,,2.7823245525360107,,,,,
0,1549,,2.952953815460205,,,,,
0,1599,,3.153935194015503,,,,,
0,1649,,2.0660011768341064,,,,,
0,1699,,2.895890712738037,,,,,
0,1749,,2.173739433288574,,,,,
0,1799,,2.632356882095337,,,,,
0,1849,,2.181473970413208,,,,,
0,1899,,2.3967461585998535,,,,,
0,1949,,3.2590320110321045,,,,,
0,1999,,2.240741491317749,,,,,
0,2049,,3.600623846054077,,,,,
0,2099,,3.723928928375244,,,,,
0,2149,,2.9490723609924316,,,,,
0,2199,,3.3090226650238037,,,,,
0,2249,,1.778760552406311,,,,,
0,2299,,2.0468313694000244,,,,,
0,2349,,2.7362422943115234,,,,,
0,2399,,2.6784603595733643,,,,,
0,2449,,3.99760365486145,,,,,
0,2499,,2.5741653442382812,,,,,
0,2549,,3.1377201080322266,,,,,
0,2599,,2.6158535480499268,,,,,
0,2649,,2.356292963027954,,,,,
0,2699,,2.6048591136932373,,,,,
0,2749,,3.5395824909210205,,,,,
0,2799,,2.086664915084839,,,,,
0,2849,,1.4787437915802002,,,,,
0,2899,,2.109135150909424,,,,,
0,2949,,2.113801956176758,,,,,
0,2999,,2.9851346015930176,,,,,
0,3049,,4.157042980194092,,,,,
0,3099,,2.6651644706726074,,,,,
0,3149,,2.583876371383667,,,,,
0,3199,,2.147566318511963,,,,,
0,3249,,2.339080333709717,,,,,
0,3299,,2.4397568702697754,,,,,
0,3349,,3.258331298828125,,,,,
0,3399,,2.2835299968719482,,,,,
0,3449,,3.0578978061676025,,,,,
0,3499,,2.4647631645202637,,,,,
0,3549,,1.8094308376312256,,,,,
0,3599,,1.8755792379379272,,,,,
0,3649,,2.411613941192627,,,,,
0,3699,,2.4041125774383545,,,,,
0,3749,,2.0636160373687744,,,,,
0,3799,,1.9917914867401123,,,,,
0,3833,,,10.012259483337402,0.04043244197964668,22.252513885498047,0.04141731187701225,6.047715663909912
0,3833,2.540663719177246,,,,,,
1,3849,,1.7374378442764282,,,,,
1,3899,,2.2016918659210205,,,,,
1,3949,,2.102879047393799,,,,,
1,3999,,2.1605968475341797,,,,,
1,4049,,1.6323845386505127,,,,,
1,4099,,2.0793609619140625,,,,,
1,4149,,2.9056382179260254,,,,,
1,4199,,2.2491211891174316,,,,,
1,4249,,2.8764026165008545,,,,,
1,4299,,2.536794900894165,,,,,
1,4349,,2.113476276397705,,,,,
1,4399,,1.6468470096588135,,,,,
1,4449,,2.1841893196105957,,,,,
1,4499,,3.3132166862487793,,,,,
1,4549,,3.6597371101379395,,,,,
1,4599,,1.9280669689178467,,,,,
1,4649,,1.8436893224716187,,,,,
1,4699,,2.553009510040283,,,,,
1,4749,,2.0940866470336914,,,,,
1,4799,,3.101426601409912,,,,,
1,4849,,1.9220815896987915,,,,,
1,4899,,2.551340341567993,,,,,
1,4949,,2.0497372150421143,,,,,
1,4999,,1.981951117515564,,,,,
1,5049,,1.762679100036621,,,,,
1,5099,,2.125608205795288,,,,,
1,5149,,2.209275484085083,,,,,
1,5199,,2.991192579269409,,,,,
1,5249,,3.056784152984619,,,,,
1,5299,,1.8399555683135986,,,,,
1,5349,,3.382403612136841,,,,,
1,5399,,2.9474425315856934,,,,,
1,5449,,3.5125303268432617,,,,,
1,5499,,2.3351261615753174,,,,,
